Registreringsland /Skattemæssigt hjemsted;ISIN-kode;Navn ;LEI kode;ASIDENT;CVR/SE/TIN;Navn  ;Første registreringsår
Luxembourg (LU);LU0602539354;Nordea 1 - Emerging Stars Equity Fund - BI - USD;549300UFJRQ77N3UYE48;;1989 45 00 886;Nordea 1 - Emerging Stars Equity Fund;2020
Luxembourg (LU);LU0602539867;Nordea 1 - Emerging Stars Equity Fund - BP - EUR;549300UFJRQ77N3UYE48;;1989 45 00 886;Nordea 1 - Emerging Stars Equity Fund;2020
Luxembourg (LU);LU0994704533;Nordea 1 - Emerging Stars Equity Fund - BP - GBP;549300UFJRQ77N3UYE48;;1989 45 00 886;Nordea 1 - Emerging Stars Equity Fund;2020
Luxembourg (LU);LU0602540014;Nordea 1 - Emerging Stars Equity Fund - BP - NOK;549300UFJRQ77N3UYE48;;1989 45 00 886;Nordea 1 - Emerging Stars Equity Fund;2020
Luxembourg (LU);LU0602540527;Nordea 1 - Emerging Stars Equity Fund - BP - SEK;549300UFJRQ77N3UYE48;;1989 45 00 886;Nordea 1 - Emerging Stars Equity Fund;2020
Luxembourg (LU);LU0602539602;Nordea 1 - Emerging Stars Equity Fund - BP - USD;549300UFJRQ77N3UYE48;;1989 45 00 886;Nordea 1 - Emerging Stars Equity Fund;2020
Luxembourg (LU);LU0602538620;Nordea 1 - Emerging Stars Equity Fund - E - EUR;549300UFJRQ77N3UYE48;;1989 45 00 886;Nordea 1 - Emerging Stars Equity Fund;2020
Luxembourg (LU);LU0705251279;Nordea 1 - Emerging Stars Equity Fund - E - USD;549300UFJRQ77N3UYE48;;1989 45 00 886;Nordea 1 - Emerging Stars Equity Fund;2020
Luxembourg (LU);LU0841604746;Nordea 1 - Emerging Stars Equity Fund - HBC - GBP;549300UFJRQ77N3UYE48;;1989 45 00 886;Nordea 1 - Emerging Stars Equity Fund;2020
Luxembourg (LU);LU0994705779;Nordea 1 - Emerging Stars Equity Fund - HBI - EUR;549300UFJRQ77N3UYE48;;1989 45 00 886;Nordea 1 - Emerging Stars Equity Fund;2020
Luxembourg (LU);LU0994706231;Nordea 1 - Emerging Stars Equity Fund - Y - EUR;549300UFJRQ77N3UYE48;;1989 45 00 886;Nordea 1 - Emerging Stars Equity Fund;2020
Luxembourg (LU);LU2293905977;Nordea 1 - Emerging Wealth Equity Fund - BF - EUR;549300OWHGQ6OST4Q544;;1989 45 00 886;Nordea 1 - Emerging Wealth Equity Fund;2022
Luxembourg (LU);LU2338062693;Nordea 1 - Emerging Wealth Equity Fund - E - USD;549300OWHGQ6OST4Q544;;1989 45 00 886;Nordea 1 - Emerging Wealth Equity Fund;2022
Luxembourg (LU);LU1706108146;Nordea 1 - European Stars Equity Fund - BC - EUR;54930081LEEGLNYZEC05;;1989 45 00 886;Nordea 1 - European Stars Equity Fund;2020
Luxembourg (LU);LU1706108229;Nordea 1 - European Stars Equity Fund - BC - GBP;54930081LEEGLNYZEC05;;1989 45 00 886;Nordea 1 - European Stars Equity Fund;2020
Luxembourg (LU);LU1706108658;Nordea 1 - European Stars Equity Fund - BI - DKK;54930081LEEGLNYZEC05;;1989 45 00 886;Nordea 1 - European Stars Equity Fund;2020
Luxembourg (LU);LU1706108732;Nordea 1 - European Stars Equity Fund - BI - EUR;54930081LEEGLNYZEC05;;1989 45 00 886;Nordea 1 - European Stars Equity Fund;2020
Luxembourg (LU);LU1706109037;Nordea 1 - European Stars Equity Fund - BI - NOK;54930081LEEGLNYZEC05;;1989 45 00 886;Nordea 1 - European Stars Equity Fund;2020
Luxembourg (LU);LU1706109110;Nordea 1 - European Stars Equity Fund - BI - SEK;54930081LEEGLNYZEC05;;1989 45 00 886;Nordea 1 - European Stars Equity Fund;2020
Luxembourg (LU);LU1706106447;Nordea 1 - European Stars Equity Fund - BP - EUR;54930081LEEGLNYZEC05;;1989 45 00 886;Nordea 1 - European Stars Equity Fund;2020
Luxembourg (LU);LU1706106876;Nordea 1 - European Stars Equity Fund - BP - NOK;54930081LEEGLNYZEC05;;1989 45 00 886;Nordea 1 - European Stars Equity Fund;2020
Luxembourg (LU);LU1706106959;Nordea 1 - European Stars Equity Fund - BP - SEK;54930081LEEGLNYZEC05;;1989 45 00 886;Nordea 1 - European Stars Equity Fund;2020
Luxembourg (LU);LU1706108062;Nordea 1 - European Stars Equity Fund - E - EUR;54930081LEEGLNYZEC05;;1989 45 00 886;Nordea 1 - European Stars Equity Fund;2020
Luxembourg (LU);LU0841586315;Nordea 1 - Global Climate and Environment Fund - AC - EUR;549300JJG1N66HM3TH21;;1989 45 00 886;Nordea 1 - Global Climate and Environment Fund;2021
Luxembourg (LU);LU0841585770;Nordea 1 - Global Climate and Environment Fund - AC - GBP;549300JJG1N66HM3TH21;;1989 45 00 886;Nordea 1 - Global Climate and Environment Fund;2021
Luxembourg (LU);LU2278102624;Nordea 1 - Global Climate and Environment Fund - AC - USD;549300JJG1N66HM3TH21;;1989 45 00 886;Nordea 1 - Global Climate and Environment Fund;2022
Luxembourg (LU);LU0994683190;Nordea 1 - Global Climate and Environment Fund - AI - EUR;549300JJG1N66HM3TH21;;1989 45 00 886;Nordea 1 - Global Climate and Environment Fund;2021
Luxembourg (LU);LU2278102541;Nordea 1 - Global Climate and Environment Fund - AI - USD;549300JJG1N66HM3TH21;;1989 45 00 886;Nordea 1 - Global Climate and Environment Fund;2022
Luxembourg (LU);LU0994683356;Nordea 1 - Global Climate and Environment Fund - AP - EUR;549300JJG1N66HM3TH21;;1989 45 00 886;Nordea 1 - Global Climate and Environment Fund;2021
Luxembourg (LU);LU0841586075;Nordea 1 - Global Climate and Environment Fund - BC - EUR;549300JJG1N66HM3TH21;;1989 45 00 886;Nordea 1 - Global Climate and Environment Fund;2021
Luxembourg (LU);LU0841585341;Nordea 1 - Global Climate and Environment Fund - BC - GBP;549300JJG1N66HM3TH21;;1989 45 00 886;Nordea 1 - Global Climate and Environment Fund;2021
Luxembourg (LU);LU0772954458;Nordea 1 - Global Climate and Environment Fund - BC - USD;549300JJG1N66HM3TH21;;1989 45 00 886;Nordea 1 - Global Climate and Environment Fund;2021
Luxembourg (LU);LU2228898396;Nordea 1 - Global Climate and Environment Fund - BF - EUR;549300JJG1N66HM3TH21;;1989 45 00 886;Nordea 1 - Global Climate and Environment Fund;2021
Luxembourg (LU);LU2228898552;Nordea 1 - Global Climate and Environment Fund - BF - NOK;549300JJG1N66HM3TH21;;1989 45 00 886;Nordea 1 - Global Climate and Environment Fund;2021
Luxembourg (LU);LU2228898479;Nordea 1 - Global Climate and Environment Fund - BF - SEK;549300JJG1N66HM3TH21;;1989 45 00 886;Nordea 1 - Global Climate and Environment Fund;2021
Luxembourg (LU);LU2096272138;Nordea 1 - Global Climate and Environment Fund - BI - DKK;549300JJG1N66HM3TH21;;1989 45 00 886;Nordea 1 - Global Climate and Environment Fund;2021
Luxembourg (LU);LU0348927095;Nordea 1 - Global Climate and Environment Fund - BI - EUR;549300JJG1N66HM3TH21;;1989 45 00 886;Nordea 1 - Global Climate and Environment Fund;2021
Luxembourg (LU);LU2021313528;Nordea 1 - Global Climate and Environment Fund - BI - GBP;549300JJG1N66HM3TH21;;1989 45 00 886;Nordea 1 - Global Climate and Environment Fund;2021
Luxembourg (LU);LU0994683869;Nordea 1 - Global Climate and Environment Fund - BI - NOK;549300JJG1N66HM3TH21;;1989 45 00 886;Nordea 1 - Global Climate and Environment Fund;2021
Luxembourg (LU);LU0994683943;Nordea 1 - Global Climate and Environment Fund - BI - SEK;549300JJG1N66HM3TH21;;1989 45 00 886;Nordea 1 - Global Climate and Environment Fund;2021
Luxembourg (LU);LU0607974630;Nordea 1 - Global Climate and Environment Fund - BI - USD;549300JJG1N66HM3TH21;;1989 45 00 886;Nordea 1 - Global Climate and Environment Fund;2021
Luxembourg (LU);LU0348926287;Nordea 1 - Global Climate and Environment Fund - BP - EUR;549300JJG1N66HM3TH21;;1989 45 00 886;Nordea 1 - Global Climate and Environment Fund;2021
Luxembourg (LU);LU2021507640;Nordea 1 - Global Climate and Environment Fund - BP - GBP;549300JJG1N66HM3TH21;;1989 45 00 886;Nordea 1 - Global Climate and Environment Fund;2021
Luxembourg (LU);LU0348926360;Nordea 1 - Global Climate and Environment Fund - BP - NOK;549300JJG1N66HM3TH21;;1989 45 00 886;Nordea 1 - Global Climate and Environment Fund;2021
Luxembourg (LU);LU0348926527;Nordea 1 - Global Climate and Environment Fund - BP - SEK;549300JJG1N66HM3TH21;;1989 45 00 886;Nordea 1 - Global Climate and Environment Fund;2021
Luxembourg (LU);LU0607974713;Nordea 1 - Global Climate and Environment Fund - BP - USD;549300JJG1N66HM3TH21;;1989 45 00 886;Nordea 1 - Global Climate and Environment Fund;2021
Luxembourg (LU);LU0348927251;Nordea 1 - Global Climate and Environment Fund - E - EUR;549300JJG1N66HM3TH21;;1989 45 00 886;Nordea 1 - Global Climate and Environment Fund;2021
Luxembourg (LU);LU0772915806;Nordea 1 - Global Climate and Environment Fund - HB - CHF;549300JJG1N66HM3TH21;;1989 45 00 886;Nordea 1 - Global Climate and Environment Fund;2021
Luxembourg (LU);LU1059906690;Nordea 1 - Global Climate and Environment Fund - HB - USD;549300JJG1N66HM3TH21;;1989 45 00 886;Nordea 1 - Global Climate and Environment Fund;2021
Luxembourg (LU);LU2048743954;Nordea 1 - Global Climate and Environment Fund - HBC - CHF;549300JJG1N66HM3TH21;;1989 45 00 886;Nordea 1 - Global Climate and Environment Fund;2021
Luxembourg (LU);LU0841586661;Nordea 1 - Global Climate and Environment Fund - HBC - GBP;549300JJG1N66HM3TH21;;1989 45 00 886;Nordea 1 - Global Climate and Environment Fund;2021
Luxembourg (LU);LU0772916010;Nordea 1 - Global Climate and Environment Fund - HBI - CHF;549300JJG1N66HM3TH21;;1989 45 00 886;Nordea 1 - Global Climate and Environment Fund;2021
Luxembourg (LU);LU2321534823;Nordea 1 - Global Climate and Environment Fund - HBI - NOK;549300JJG1N66HM3TH21;;1989 45 00 886;Nordea 1 - Global Climate and Environment Fund;2022
Luxembourg (LU);LU1059906773;Nordea 1 - Global Climate and Environment Fund - HBI - USD;549300JJG1N66HM3TH21;;1989 45 00 886;Nordea 1 - Global Climate and Environment Fund;2021
Luxembourg (LU);LU2233200661;Nordea 1 - Global Climate and Environment Fund - JI - EUR;549300JJG1N66HM3TH21;;1989 45 00 886;Nordea 1 - Global Climate and Environment Fund;2021
Luxembourg (LU);LU2122924942;Nordea 1 - Global Climate and Environment Fund - X - EUR;549300JJG1N66HM3TH21;;1989 45 00 886;Nordea 1 - Global Climate and Environment Fund;2021
Luxembourg (LU);LU2355687562;Nordea 1 - Global Climate and Social Impact Fund - BC - EUR;549300M3BNRUZQFIEE11;;1989 45 00 886;Nordea 1 - Global Climate and Social Impact Fund;2022
Luxembourg (LU);LU2355687646;Nordea 1 - Global Climate and Social Impact Fund - BC - USD;549300M3BNRUZQFIEE11;;1989 45 00 886;Nordea 1 - Global Climate and Social Impact Fund;2022
Luxembourg (LU);LU2355688370;Nordea 1 - Global Climate and Social Impact Fund - BF - EUR;549300M3BNRUZQFIEE11;;1989 45 00 886;Nordea 1 - Global Climate and Social Impact Fund;2022
Luxembourg (LU);LU2355688297;Nordea 1 - Global Climate and Social Impact Fund - BF - NOK;549300M3BNRUZQFIEE11;;1989 45 00 886;Nordea 1 - Global Climate and Social Impact Fund;2022
Luxembourg (LU);LU2355688024;Nordea 1 - Global Climate and Social Impact Fund - BF - SEK;549300M3BNRUZQFIEE11;;1989 45 00 886;Nordea 1 - Global Climate and Social Impact Fund;2022
Luxembourg (LU);LU2355687133;Nordea 1 - Global Climate and Social Impact Fund - BI - EUR;549300M3BNRUZQFIEE11;;1989 45 00 886;Nordea 1 - Global Climate and Social Impact Fund;2022
Luxembourg (LU);LU2357304562;Nordea 1 - Global Climate and Social Impact Fund - BI - GBP;549300M3BNRUZQFIEE11;;1989 45 00 886;Nordea 1 - Global Climate and Social Impact Fund;2022
Luxembourg (LU);LU2355687216;Nordea 1 - Global Climate and Social Impact Fund - BI - USD;549300M3BNRUZQFIEE11;;1989 45 00 886;Nordea 1 - Global Climate and Social Impact Fund;2022
Luxembourg (LU);LU2355686911;Nordea 1 - Global Climate and Social Impact Fund - BP - EUR;549300M3BNRUZQFIEE11;;1989 45 00 886;Nordea 1 - Global Climate and Social Impact Fund;2022
Luxembourg (LU);LU2357304646;Nordea 1 - Global Climate and Social Impact Fund - BP - GBP;549300M3BNRUZQFIEE11;;1989 45 00 886;Nordea 1 - Global Climate and Social Impact Fund;2022
Luxembourg (LU);LU2355687992;Nordea 1 - Global Climate and Social Impact Fund - BP - NOK;549300M3BNRUZQFIEE11;;1989 45 00 886;Nordea 1 - Global Climate and Social Impact Fund;2022
Luxembourg (LU);LU2355687729;Nordea 1 - Global Climate and Social Impact Fund - BP - SEK;549300M3BNRUZQFIEE11;;1989 45 00 886;Nordea 1 - Global Climate and Social Impact Fund;2022
Luxembourg (LU);LU2355687059;Nordea 1 - Global Climate and Social Impact Fund - BP - USD;549300M3BNRUZQFIEE11;;1989 45 00 886;Nordea 1 - Global Climate and Social Impact Fund;2022
Luxembourg (LU);LU2355687307;Nordea 1 - Global Climate and Social Impact Fund - E - EUR;549300M3BNRUZQFIEE11;;1989 45 00 886;Nordea 1 - Global Climate and Social Impact Fund;2022
Luxembourg (LU);LU2355687489;Nordea 1 - Global Climate and Social Impact Fund - E - USD;549300M3BNRUZQFIEE11;;1989 45 00 886;Nordea 1 - Global Climate and Social Impact Fund;2022
Luxembourg (LU);LU2355688453;Nordea 1 - Global Climate and Social Impact Fund - HY - EUR;549300M3BNRUZQFIEE11;;1989 45 00 886;Nordea 1 - Global Climate and Social Impact Fund;2022
Luxembourg (LU);LU1966123199;Nordea 1 - Global Disruption Fund - AP - USD;549300QBQ3523WUDHH63;;1989 45 00 886;Nordea 1 - Global Disruption Fund;2020
Luxembourg (LU);LU1940855163;Nordea 1 - Global Disruption Fund - BC - EUR;549300QBQ3523WUDHH63;;1989 45 00 886;Nordea 1 - Global Disruption Fund;2020
Luxembourg (LU);LU1940855247;Nordea 1 - Global Disruption Fund - BC - USD;549300QBQ3523WUDHH63;;1989 45 00 886;Nordea 1 - Global Disruption Fund;2020
Luxembourg (LU);LU1940855676;Nordea 1 - Global Disruption Fund - BI - EUR;549300QBQ3523WUDHH63;;1989 45 00 886;Nordea 1 - Global Disruption Fund;2020
Luxembourg (LU);LU1940855759;Nordea 1 - Global Disruption Fund - BI - USD;549300QBQ3523WUDHH63;;1989 45 00 886;Nordea 1 - Global Disruption Fund;2020
Luxembourg (LU);LU1940855080;Nordea 1 - Global Disruption Fund - BP - EUR;549300QBQ3523WUDHH63;;1989 45 00 886;Nordea 1 - Global Disruption Fund;2020
Luxembourg (LU);LU1941812999;Nordea 1 - Global Disruption Fund - BP - NOK;549300QBQ3523WUDHH63;;1989 45 00 886;Nordea 1 - Global Disruption Fund;2020
Luxembourg (LU);LU1941812726;Nordea 1 - Global Disruption Fund - BP - SEK;549300QBQ3523WUDHH63;;1989 45 00 886;Nordea 1 - Global Disruption Fund;2020
Luxembourg (LU);LU1940854943;Nordea 1 - Global Disruption Fund - BP - USD;549300QBQ3523WUDHH63;;1989 45 00 886;Nordea 1 - Global Disruption Fund;2020
Luxembourg (LU);LU1940855320;Nordea 1 - Global Disruption Fund - E - EUR;549300QBQ3523WUDHH63;;1989 45 00 886;Nordea 1 - Global Disruption Fund;2020
Luxembourg (LU);LU1940855593;Nordea 1 - Global Disruption Fund - E - USD;549300QBQ3523WUDHH63;;1989 45 00 886;Nordea 1 - Global Disruption Fund;2020
Luxembourg (LU);LU1966122977;Nordea 1 - Global Gender Diversity Fund - AP - USD;549300CYWEG7M5HTOM84;;1989 45 00 886;Nordea 1 - Global Gender Diversity Fund;2020
Luxembourg (LU);LU1939214851;Nordea 1 - Global Gender Diversity Fund - BC - EUR;549300CYWEG7M5HTOM84;;1989 45 00 886;Nordea 1 - Global Gender Diversity Fund;2020
Luxembourg (LU);LU1939215072;Nordea 1 - Global Gender Diversity Fund - BC - USD;549300CYWEG7M5HTOM84;;1989 45 00 886;Nordea 1 - Global Gender Diversity Fund;2020
Luxembourg (LU);LU1939215312;Nordea 1 - Global Gender Diversity Fund - BI - EUR;549300CYWEG7M5HTOM84;;1989 45 00 886;Nordea 1 - Global Gender Diversity Fund;2020
Luxembourg (LU);LU1965541060;Nordea 1 - Global Gender Diversity Fund - BI - NOK;549300CYWEG7M5HTOM84;;1989 45 00 886;Nordea 1 - Global Gender Diversity Fund;2020
Luxembourg (LU);LU1939215403;Nordea 1 - Global Gender Diversity Fund - BI - USD;549300CYWEG7M5HTOM84;;1989 45 00 886;Nordea 1 - Global Gender Diversity Fund;2020
Luxembourg (LU);LU1939214695;Nordea 1 - Global Gender Diversity Fund - BP - EUR;549300CYWEG7M5HTOM84;;1989 45 00 886;Nordea 1 - Global Gender Diversity Fund;2020
Luxembourg (LU);LU1939215668;Nordea 1 - Global Gender Diversity Fund - BP - NOK;549300CYWEG7M5HTOM84;;1989 45 00 886;Nordea 1 - Global Gender Diversity Fund;2020
Luxembourg (LU);LU1939215585;Nordea 1 - Global Gender Diversity Fund - BP - SEK;549300CYWEG7M5HTOM84;;1989 45 00 886;Nordea 1 - Global Gender Diversity Fund;2020
Luxembourg (LU);LU1939214778;Nordea 1 - Global Gender Diversity Fund - BP - USD;549300CYWEG7M5HTOM84;;1989 45 00 886;Nordea 1 - Global Gender Diversity Fund;2020
Luxembourg (LU);LU1939215155;Nordea 1 - Global Gender Diversity Fund - E - EUR;549300CYWEG7M5HTOM84;;1989 45 00 886;Nordea 1 - Global Gender Diversity Fund;2020
Luxembourg (LU);LU1939215239;Nordea 1 - Global Gender Diversity Fund - E - USD;549300CYWEG7M5HTOM84;;1989 45 00 886;Nordea 1 - Global Gender Diversity Fund;2020
Luxembourg (LU);LU1927026580;Nordea 1 - Global Listed Infrastructure Fund - AI - EUR;5493004U7E2YIFAGEE77;;1989 45 00 886;Nordea 1 - Global Listed Infrastructure Fund;2020
Luxembourg (LU);LU1948826299;Nordea 1 - Global Listed Infrastructure Fund - BC - EUR;5493004U7E2YIFAGEE77;;1989 45 00 886;Nordea 1 - Global Listed Infrastructure Fund;2020
Luxembourg (LU);LU1948826026;Nordea 1 - Global Listed Infrastructure Fund - BC - USD;5493004U7E2YIFAGEE77;;1989 45 00 886;Nordea 1 - Global Listed Infrastructure Fund;2020
Luxembourg (LU);LU2353188225;Nordea 1 - Global Listed Infrastructure Fund - BF - NOK;5493004U7E2YIFAGEE77;;1989 45 00 886;Nordea 1 - Global Listed Infrastructure Fund;2022
Luxembourg (LU);LU1947902281;Nordea 1 - Global Listed Infrastructure Fund - BI - EUR;5493004U7E2YIFAGEE77;;1989 45 00 886;Nordea 1 - Global Listed Infrastructure Fund;2020
Luxembourg (LU);LU1927026408;Nordea 1 - Global Listed Infrastructure Fund - BI - GBP;5493004U7E2YIFAGEE77;;1989 45 00 886;Nordea 1 - Global Listed Infrastructure Fund;2020
Luxembourg (LU);LU2057980133;Nordea 1 - Global Listed Infrastructure Fund - BI - SEK;5493004U7E2YIFAGEE77;;1989 45 00 886;Nordea 1 - Global Listed Infrastructure Fund;2022
Luxembourg (LU);LU1927026317;Nordea 1 - Global Listed Infrastructure Fund - BI - USD;5493004U7E2YIFAGEE77;;1989 45 00 886;Nordea 1 - Global Listed Infrastructure Fund;2020
Luxembourg (LU);LU1947902018;Nordea 1 - Global Listed Infrastructure Fund - BP - EUR;5493004U7E2YIFAGEE77;;1989 45 00 886;Nordea 1 - Global Listed Infrastructure Fund;2020
Luxembourg (LU);LU2057980489;Nordea 1 - Global Listed Infrastructure Fund - BP - NOK;5493004U7E2YIFAGEE77;;1989 45 00 886;Nordea 1 - Global Listed Infrastructure Fund;2020
Luxembourg (LU);LU2057980059;Nordea 1 - Global Listed Infrastructure Fund - BP - SEK;5493004U7E2YIFAGEE77;;1989 45 00 886;Nordea 1 - Global Listed Infrastructure Fund;2020
Luxembourg (LU);LU1947902109;Nordea 1 - Global Listed Infrastructure Fund - BP - USD;5493004U7E2YIFAGEE77;;1989 45 00 886;Nordea 1 - Global Listed Infrastructure Fund;2020
Luxembourg (LU);LU1948826372;Nordea 1 - Global Listed Infrastructure Fund - E - EUR;5493004U7E2YIFAGEE77;;1989 45 00 886;Nordea 1 - Global Listed Infrastructure Fund;2020
Luxembourg (LU);LU1948826455;Nordea 1 - Global Listed Infrastructure Fund - E - USD;5493004U7E2YIFAGEE77;;1989 45 00 886;Nordea 1 - Global Listed Infrastructure Fund;2020
Luxembourg (LU);LU2293904905;Nordea 1 - Global Listed Infrastructure Fund - HAI - EUR;5493004U7E2YIFAGEE77;;1989 45 00 886;Nordea 1 - Global Listed Infrastructure Fund;2022
Luxembourg (LU);LU2401079020;Nordea 1 - Global Opportunity Fund - AI - DKK;5493007ZLSPI26CQLO03;;1989 45 00 886;Nordea 1 - Global Opportunity Fund;2022
Luxembourg (LU);LU2019635916;Nordea 1 - Global Opportunity Fund - BC - EUR;5493007ZLSPI26CQLO03;;1989 45 00 886;Nordea 1 - Global Opportunity Fund;2020
Luxembourg (LU);LU0975280396;Nordea 1 - Global Opportunity Fund - BI - EUR;5493007ZLSPI26CQLO03;;1989 45 00 886;Nordea 1 - Global Opportunity Fund;2020
Luxembourg (LU);LU0985313948;Nordea 1 - Global Opportunity Fund - BI - NOK;5493007ZLSPI26CQLO03;;1989 45 00 886;Nordea 1 - Global Opportunity Fund;2020
Luxembourg (LU);LU0975280552;Nordea 1 - Global Opportunity Fund - BP - EUR;5493007ZLSPI26CQLO03;;1989 45 00 886;Nordea 1 - Global Opportunity Fund;2020
Luxembourg (LU);LU0985314672;Nordea 1 - Global Opportunity Fund - BP - SEK;5493007ZLSPI26CQLO03;;1989 45 00 886;Nordea 1 - Global Opportunity Fund;2020
Luxembourg (LU);LU0975280040;Nordea 1 - Global Opportunity Fund - E - EUR;5493007ZLSPI26CQLO03;;1989 45 00 886;Nordea 1 - Global Opportunity Fund;2020
Luxembourg (LU);LU0841623613;Nordea 1 - Global Real Estate Fund - BC - EUR;549300E0SPFUFDUAIG67;;1989 45 00 886;Nordea 1 - Global Real Estate Fund;2020
Luxembourg (LU);LU0841624348;Nordea 1 - Global Real Estate Fund - BC - USD;549300E0SPFUFDUAIG67;;1989 45 00 886;Nordea 1 - Global Real Estate Fund;2020
Luxembourg (LU);LU2360795111;Nordea 1 - Global Real Estate Fund - BF - DKK;549300E0SPFUFDUAIG67;;1989 45 00 886;Nordea 1 - Global Real Estate Fund;2022
Luxembourg (LU);LU0705259173;Nordea 1 - Global Real Estate Fund - BI - EUR;549300E0SPFUFDUAIG67;;1989 45 00 886;Nordea 1 - Global Real Estate Fund;2020
Luxembourg (LU);LU0705259256;Nordea 1 - Global Real Estate Fund - BI - NOK;549300E0SPFUFDUAIG67;;1989 45 00 886;Nordea 1 - Global Real Estate Fund;2020
Luxembourg (LU);LU0705259413;Nordea 1 - Global Real Estate Fund - BI - SEK;549300E0SPFUFDUAIG67;;1989 45 00 886;Nordea 1 - Global Real Estate Fund;2020
Luxembourg (LU);LU0705259504;Nordea 1 - Global Real Estate Fund - BI - USD;549300E0SPFUFDUAIG67;;1989 45 00 886;Nordea 1 - Global Real Estate Fund;2020
Luxembourg (LU);LU0705259686;Nordea 1 - Global Real Estate Fund - BP - DKK;549300E0SPFUFDUAIG67;;1989 45 00 886;Nordea 1 - Global Real Estate Fund;2020
Luxembourg (LU);LU0705259769;Nordea 1 - Global Real Estate Fund - BP - EUR;549300E0SPFUFDUAIG67;;1989 45 00 886;Nordea 1 - Global Real Estate Fund;2020
Luxembourg (LU);LU0705259843;Nordea 1 - Global Real Estate Fund - BP - NOK;549300E0SPFUFDUAIG67;;1989 45 00 886;Nordea 1 - Global Real Estate Fund;2020
Luxembourg (LU);LU0705260007;Nordea 1 - Global Real Estate Fund - BP - SEK;549300E0SPFUFDUAIG67;;1989 45 00 886;Nordea 1 - Global Real Estate Fund;2020
Luxembourg (LU);LU0705260189;Nordea 1 - Global Real Estate Fund - BP - USD;549300E0SPFUFDUAIG67;;1989 45 00 886;Nordea 1 - Global Real Estate Fund;2020
Luxembourg (LU);LU0705260262;Nordea 1 - Global Real Estate Fund - E - EUR;549300E0SPFUFDUAIG67;;1989 45 00 886;Nordea 1 - Global Real Estate Fund;2020
Luxembourg (LU);LU0705260429;Nordea 1 - Global Real Estate Fund - E - USD;549300E0SPFUFDUAIG67;;1989 45 00 886;Nordea 1 - Global Real Estate Fund;2020
Luxembourg (LU);LU2321683075;Nordea 1 - Global Real Estate Fund - JI - EUR;549300E0SPFUFDUAIG67;;1989 45 00 886;Nordea 1 - Global Real Estate Fund;2022
Luxembourg (LU);LU2294176909;Nordea 1 - Global Social Empowerment Fund - AP - EUR;549300DN1QTCPESQWW22;;1989 45 00 886;Nordea 1 - Global Social Empowerment Fund;2022
Luxembourg (LU);LU2257593082;Nordea 1 - Global Social Empowerment Fund - BC - EUR;549300DN1QTCPESQWW22;;1989 45 00 886;Nordea 1 - Global Social Empowerment Fund;2022
Luxembourg (LU);LU2257593165;Nordea 1 - Global Social Empowerment Fund - BC - USD;549300DN1QTCPESQWW22;;1989 45 00 886;Nordea 1 - Global Social Empowerment Fund;2022
